DeepCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPL,up_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.19952"
2,TnPL,down_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.19985"
2,TnPL,up_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.20366"
2,TnPH,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21465"
2,TnPH,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.15073"
2,TnPH,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.27858"
2,TnPH,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20161"
2,TnPH,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.22769"
2,TnPH,down_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20445"
2,TnPH,up_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21262"
2,TnPH,down_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21248"
2,TnPH,up_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20775"
2,TnPH,down_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21056"
2,TnPH,up_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20801"
2,TnPH,down_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2087"
2,TnPH,up_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2107"
2,TnPH,down_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2133"
2,TnPH,up_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20698"
2,TnPH,down_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21739"
2,TnPH,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21739"
2,TnPH,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21005"
2,TnPH,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20924"
2,TnPH,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21163"
2,TnPH,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2072"
2,TnPH,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.25052"
2,TnPH,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.23945"
2,TnPH,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.26749"
2,TnPH,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.23323"
2,TnPH,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.24804"
2,TnPH,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.24953"
2,TnPL,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19794"
2,TnPL,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.1852"
2,TnPL,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.21067"
2,TnPL,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19065"
2,TnPL,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20523"
2,TnPL,down_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20104"
2,TnPL,up_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20075"
2,TnPL,down_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20353"
2,TnPL,up_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19828"
2,TnPL,down_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20145"
2,TnPL,up_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20011"
2,TnPL,down_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20098"
2,TnPL,up_ISR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2001"
2,TnPL,down_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.20135"
2,TnPL,up_PU,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.19932"
