ComCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPH,down_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.93017"
2,TnPH,up_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.87412"
2,TnPH,down_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.93679"
2,TnPH,up_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.89447"
2,TnPH,down_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.91209"
2,TnPH,up_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.90795"
2,TnPH,down_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.91865"
2,TnPH,up_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.90225"
2,TnPH,down_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.95523"
2,TnPH,up_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.87519"
2,TnPH,down_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.9058"
2,TnPH,up_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.9058"
2,TnPH,down_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.91458"
2,TnPH,up_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.90675"
2,TnPH,down_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.90904"
2,TnPH,up_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.91117"
2,TnPH,down_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.99254"
2,TnPH,up_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3362"
2,TnPH,down_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.0845"
2,TnPH,up_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.1341"
2,TnPH,down_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.3011"
2,TnPH,up_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"1.2783"
2,TnPL,central,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.84689"
2,TnPL,down,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.74119"
2,TnPL,up,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.95259"
2,TnPL,down_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.79089"
2,TnPL,up_statistic,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.90289"
2,TnPL,down_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.86567"
2,TnPL,up_JES,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.83991"
2,TnPL,down_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.86532"
2,TnPL,up_JER,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.83473"
2,TnPL,down_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.85625"
2,TnPL,up_FSR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.8499"
2,TnPL,down_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.85885"
2,TnPL,up_ISR,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.84845"
2,TnPL,down_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.87692"
2,TnPL,up_PU,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.8371"
2,TnPL,down_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.84316"
2,TnPL,up_BKG,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.84316"
2,TnPL,down_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.85476"
2,TnPL,up_BDecay,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.85308"
2,TnPL,down_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.8518"
2,TnPL,up_BFrag,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.85593"
2,TnPL,down_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.88685"
2,TnPL,up_MTOP,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.89219"
2,TnPL,down_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.91467"
2,TnPL,up_HD,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.90445"
2,TnPL,down_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.82556"
2,TnPL,up_TUNE,0,-2.4,2.4,100.0,140.0,0.0,1.0,"0.88816"
2,TnPH,central,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95406"
2,TnPH,down,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.75756"
2,TnPH,up,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.1506"
2,TnPH,down_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.84324"
2,TnPH,up_statistic,0,-2.4,2.4,140.0,200.0,0.0,1.0,"1.0649"
2,TnPH,down_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.95174"
2,TnPH,up_JES,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.94263"
2,TnPH,down_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.96515"
2,TnPH,up_JER,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.93011"
2,TnPH,down_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.9852"
2,TnPH,up_FSR,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.96819"
