DeepCm;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
1,TnPH,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34364"
1,TnPH,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34593"
1,TnPH,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34648"
1,TnPH,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34505"
1,TnPH,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34458"
1,TnPH,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34822"
1,TnPH,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34753"
1,TnPH,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34596"
1,TnPH,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34759"
1,TnPH,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34759"
1,TnPH,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34512"
1,TnPH,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34688"
1,TnPH,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34521"
1,TnPH,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34893"
1,TnPH,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.37176"
1,TnPH,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.36283"
1,TnPH,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34147"
1,TnPH,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34486"
1,TnPH,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.33632"
1,TnPH,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.33873"
1,TnPL,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.28693"
1,TnPL,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.24225"
1,TnPL,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.33161"
1,TnPL,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.27281"
1,TnPL,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.30104"
1,TnPL,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29961"
1,TnPL,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29623"
1,TnPL,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.30029"
1,TnPL,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29633"
1,TnPL,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29807"
1,TnPL,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29319"
1,TnPL,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29608"
1,TnPL,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.2966"
