MVA;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnPH,down_jes,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.99428"
0,TnPH,up_jes,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.97453"
0,TnPH,down_bkg,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.99319"
0,TnPH,up_bkg,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.99941"
0,TnPH,down_jer,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.9967"
0,TnPH,up_jer,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.98714"
0,TnPH,down_pileup,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.9818"
0,TnPH,up_pileup,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.98762"
0,TnPH,down_topmass,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.96058"
0,TnPH,up_topmass,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.98924"
0,TnPH,down_fsr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.98019"
0,TnPH,up_fsr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.96421"
0,TnPH,down_isr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.95994"
0,TnPH,up_isr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.94964"
0,TnPH,central,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.9304"
0,TnPH,down,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.84664"
0,TnPH,up,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0142"
0,TnPH,down_statistic,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.87062"
0,TnPH,up_statistic,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.99019"
0,TnPH,down_met,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.95322"
0,TnPH,up_met,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.92227"
0,TnPH,down_jes,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.94728"
0,TnPH,up_jes,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.92337"
0,TnPH,down_bkg,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.94634"
0,TnPH,up_bkg,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.93681"
0,TnPH,down_jer,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.94342"
0,TnPH,up_jer,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.93986"
0,TnPH,down_pileup,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.95322"
0,TnPH,up_pileup,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.92891"
0,TnPH,down_topmass,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.93537"
0,TnPH,up_topmass,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.95404"
0,TnPH,down_fsr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.9058"
0,TnPH,up_fsr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.92729"
0,TnPH,down_isr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.97291"
0,TnPH,up_isr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.97377"
1,TnPH,central,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.92174"
1,TnPH,down,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.88481"
1,TnPH,up,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.95868"
1,TnPH,down_statistic,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90591"
1,TnPH,up_statistic,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.93758"
1,TnPH,down_met,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.91835"
1,TnPH,up_met,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90216"
1,TnPH,down_jes,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.9111"
1,TnPH,up_jes,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.91736"
1,TnPH,down_bkg,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.93027"
1,TnPH,up_bkg,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.9203"
1,TnPH,down_jer,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.93191"
1,TnPH,up_jer,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.9135"
1,TnPH,down_pileup,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.91835"
1,TnPH,up_pileup,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90833"
1,TnPH,down_topmass,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.9259"
1,TnPH,up_topmass,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.9222"
1,TnPH,down_fsr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.94464"
1,TnPH,up_fsr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90825"
1,TnPH,down_isr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.94454"
1,TnPH,up_isr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.91739"
1,TnPH,central,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89893"
1,TnPH,down,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.87131"
1,TnPH,up,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.92654"
1,TnPH,down_statistic,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.8839"
1,TnPH,up_statistic,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.91395"
1,TnPH,down_met,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89461"
1,TnPH,up_met,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88665"
1,TnPH,down_jes,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89752"
1,TnPH,up_jes,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89203"
1,TnPH,down_bkg,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.9017"
1,TnPH,up_bkg,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.90164"
1,TnPH,down_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.90632"
1,TnPH,up_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89366"
1,TnPH,down_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89461"
1,TnPH,up_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89"
1,TnPH,down_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.90156"
1,TnPH,up_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89833"
1,TnPH,down_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.8772"
1,TnPH,up_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89442"
1,TnPH,down_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.90214"
1,TnPH,up_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88672"
1,TnPH,central,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91247"
1,TnPH,down,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.89052"
1,TnPH,up,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.93442"
1,TnPH,down_statistic,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.89711"
1,TnPH,up_statistic,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.92783"
1,TnPH,down_met,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.9105"
1,TnPH,up_met,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.8978"
1,TnPH,down_jes,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.90809"
1,TnPH,up_jes,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91188"
1,TnPH,down_bkg,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91136"
1,TnPH,up_bkg,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91373"
1,TnPH,down_jer,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91799"
1,TnPH,up_jer,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.9067"
1,TnPH,down_pileup,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.9105"
1,TnPH,up_pileup,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.90389"
1,TnPH,down_topmass,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91957"
1,TnPH,up_topmass,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91107"
1,TnPH,down_fsr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.90697"
1,TnPH,up_fsr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91656"
1,TnPH,down_isr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91546"
1,TnPH,up_isr,0,-2.4,2.4,70.0,100.0,-1.0,1.0,"0.91206"
1,TnPH,central,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.97363"
1,TnPH,down,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.92874"
1,TnPH,up,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"1.0185"
1,TnPH,down_statistic,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.95307"
1,TnPH,up_statistic,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.99419"
1,TnPH,down_met,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96954"
1,TnPH,up_met,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.9491"
1,TnPH,down_jes,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.97406"
1,TnPH,up_jes,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96285"
1,TnPH,down_bkg,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.97284"
1,TnPH,up_bkg,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.97176"
1,TnPH,down_jer,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.98083"
1,TnPH,up_jer,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96284"
1,TnPH,down_pileup,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96954"
1,TnPH,up_pileup,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96254"
1,TnPH,down_topmass,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96638"
1,TnPH,up_topmass,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.9602"
1,TnPH,down_fsr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.99007"
1,TnPH,up_fsr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"1.0117"
1,TnPH,down_isr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96507"
1,TnPH,up_isr,0,-2.4,2.4,100.0,140.0,-1.0,1.0,"0.96312"
1,TnPH,central,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0283"
1,TnPH,down,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.92365"
1,TnPH,up,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.1329"
1,TnPH,down_statistic,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.99182"
1,TnPH,up_statistic,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0647"
1,TnPH,down_met,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0153"
1,TnPH,up_met,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.99353"
1,TnPH,down_jes,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0251"
1,TnPH,up_jes,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0031"
1,TnPH,down_bkg,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0224"
1,TnPH,up_bkg,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0324"
1,TnPH,down_jer,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.028"
1,TnPH,up_jer,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0172"
1,TnPH,down_pileup,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0153"
1,TnPH,up_pileup,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.0174"
1,TnPH,down_topmass,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.96503"
1,TnPH,up_topmass,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"1.006"
1,TnPH,down_fsr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.97949"
1,TnPH,up_fsr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.96796"
1,TnPH,down_isr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.97681"
1,TnPH,up_isr,0,-2.4,2.4,140.0,200.0,-1.0,1.0,"0.96833"
1,TnPH,central,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0588"
1,TnPH,down,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.89641"
1,TnPH,up,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.2213"
1,TnPH,down_statistic,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.97243"
1,TnPH,up_statistic,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.1452"
1,TnPH,down_met,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0928"
1,TnPH,up_met,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0224"
1,TnPH,down_jes,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.1008"
1,TnPH,up_jes,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0356"
1,TnPH,down_bkg,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0843"
1,TnPH,up_bkg,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0929"
1,TnPH,down_jer,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.1034"
1,TnPH,up_jer,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0495"
1,TnPH,down_pileup,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0928"
1,TnPH,up_pileup,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0579"
1,TnPH,down_topmass,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0102"
1,TnPH,up_topmass,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.0641"
1,TnPH,down_fsr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.9652"
1,TnPH,up_fsr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"0.94743"
1,TnPH,down_isr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.1057"
1,TnPH,up_isr,0,-2.4,2.4,200.0,300.0,-1.0,1.0,"1.1062"
2,TnPH,central,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90105"
2,TnPH,down,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.85644"
2,TnPH,up,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.94565"
2,TnPH,down_statistic,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.88206"
2,TnPH,up_statistic,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.92003"
2,TnPH,down_met,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.89688"
2,TnPH,up_met,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.87885"
2,TnPH,down_jes,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.89226"
2,TnPH,up_jes,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90457"
2,TnPH,down_bkg,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.91126"
2,TnPH,up_bkg,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.89937"
2,TnPH,down_jer,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90853"
2,TnPH,up_jer,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.89363"
2,TnPH,down_pileup,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.89688"
2,TnPH,up_pileup,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.88656"
2,TnPH,down_topmass,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90917"
2,TnPH,up_topmass,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.90275"
2,TnPH,down_fsr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.92874"
2,TnPH,up_fsr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.87892"
2,TnPH,down_isr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.9296"
2,TnPH,up_isr,0,-2.4,2.4,30.0,50.0,-1.0,1.0,"0.89254"
2,TnPH,central,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89067"
2,TnPH,down,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.85094"
2,TnPH,up,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.9304"
2,TnPH,down_statistic,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.87139"
2,TnPH,up_statistic,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.90994"
2,TnPH,down_met,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88709"
2,TnPH,up_met,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.8795"
2,TnPH,down_jes,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88393"
2,TnPH,up_jes,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88185"
2,TnPH,down_bkg,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89363"
2,TnPH,up_bkg,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89411"
2,TnPH,down_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89892"
2,TnPH,up_jer,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88471"
2,TnPH,down_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88709"
2,TnPH,up_pileup,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88023"
2,TnPH,down_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.89308"
2,TnPH,up_topmass,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.8955"
2,TnPH,down_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.86015"
2,TnPH,up_fsr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.87159"
2,TnPH,down_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.88362"
2,TnPH,up_isr,0,-2.4,2.4,50.0,70.0,-1.0,1.0,"0.86758"
