DeepCl;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,TnPL,up_BKG,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29802"
0,TnPL,down_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29943"
0,TnPL,up_BDecay,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2996"
0,TnPL,down_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.30081"
0,TnPL,up_BFrag,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29755"
0,TnPL,down_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29708"
0,TnPL,up_MTOP,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.29796"
0,TnPL,down_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.30816"
0,TnPL,up_HD,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.28709"
0,TnPL,down_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.30628"
0,TnPL,up_TUNE,0,-2.4,2.4,140.0,200.0,0.0,1.0,"0.2969"
0,TnPH,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.3406"
0,TnPH,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.26186"
0,TnPH,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.41935"
0,TnPH,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.29883"
0,TnPH,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.38237"
0,TnPH,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.36096"
0,TnPH,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31226"
0,TnPH,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31663"
0,TnPH,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32599"
0,TnPH,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31669"
0,TnPH,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32539"
0,TnPH,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32097"
0,TnPH,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32044"
0,TnPH,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31627"
0,TnPH,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32506"
0,TnPH,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.33257"
0,TnPH,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.33257"
0,TnPH,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31759"
0,TnPH,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32342"
0,TnPH,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31333"
0,TnPH,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32961"
0,TnPH,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.37889"
0,TnPH,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.35484"
0,TnPH,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32165"
0,TnPH,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.35471"
0,TnPH,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34926"
0,TnPH,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.35951"
0,TnPL,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31833"
0,TnPL,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.28469"
0,TnPL,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.35197"
0,TnPL,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.30352"
0,TnPL,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.33314"
0,TnPL,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.3273"
0,TnPL,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32493"
0,TnPL,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32602"
0,TnPL,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32575"
0,TnPL,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32686"
0,TnPL,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32391"
0,TnPL,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32602"
0,TnPL,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32534"
0,TnPL,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32666"
0,TnPL,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32511"
0,TnPL,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31976"
0,TnPL,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31976"
0,TnPL,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32552"
0,TnPL,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32582"
0,TnPL,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32817"
0,TnPL,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32213"
0,TnPL,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.33761"
0,TnPL,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32491"
0,TnPL,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.3209"
0,TnPL,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.34166"
0,TnPL,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.31427"
0,TnPL,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.32559"
